Friday_of_Week,NFCI,ANFCI,Risk,Credit,Leverage,Nonfinancial_Leverage
09/11/1981,3.11539311263108,3.11127284011524,3.00315838395044,3.00772473718367,1.83709565326528,0.94479516045417
09/18/1981,3.0492985132624,3.0395940111313,2.91906981934704,3.05095620524161,1.83320646821682,0.939989109781156
09/25/1981,2.98931718487052,2.96708529141949,2.83939106225727,3.09639089389739,1.82723466522174,0.934873311614574
10/02/1981,2.93767355838151,2.91531680990871,2.76584529790786,3.14330016642365,1.82022133487558,0.929699146781199
10/09/1981,2.88596181318743,2.87648016159205,2.68942568498835,3.19089210468012,1.81315299005863,0.924708930979792
10/16/1981,2.83690589583333,2.86251849712494,2.61457134370867,3.2363566096807,1.80697068347915,0.920166808526961
10/23/1981,2.7857925448907,2.85515030914612,2.53731212328836,3.27766314457268,1.80237927360319,0.91628013936862
10/30/1981,2.72930632687206,2.81859431638943,2.45655033125932,3.31153977036996,1.79993385963178,0.913241043551325
11/06/1981,2.6622711855312,2.73225010117296,2.36912366992919,3.33526352926203,1.79997702717943,0.911203880636524
11/13/1981,2.58680753059318,2.60129076462269,2.27975617775906,3.34637126805989,1.80251617177362,0.910273568065176
11/20/1981,2.5022597017882,2.44874813043364,2.18879699017281,3.34376626765627,1.80768979955673,0.910497618682631
11/27/1981,2.41385912612666,2.32112668701917,2.10120068938894,3.3282123840273,1.81554949630729,0.911863134494842
12/04/1981,2.32653251923575,2.25641468833146,2.02070486144627,3.30173966932333,1.82598069974124,0.914286937810306
12/11/1981,2.24283403573108,2.25088052301039,1.94736525590445,3.26831067612056,1.83888856502849,0.917616056797638
12/18/1981,2.16382828414995,2.27480030657444,1.87973249869709,3.23185413469326,1.85395486276725,0.92162287681068
12/25/1981,2.09383561952762,2.28815527472759,1.81955197995644,3.19657388981704,1.87059072005019,0.926008119280197
01/01/1982,2.03226863321868,2.25531027578528,1.76416856331783,3.16605198496859,1.88810860486599,0.930421140546816
01/08/1982,1.98250435990431,2.17848000986329,1.71568941749533,3.14282279300393,1.90553864854505,0.934478904371665
01/15/1982,1.95093279376851,2.08469463304587,1.6806818327129,3.12761972169362,1.92162139362756,0.937730042559705
01/22/1982,1.93594370701771,2.00799996827378,1.65800650524173,3.12053615630962,1.93522101461157,0.939779246669509
01/29/1982,1.94154432011671,1.9898024247155,1.65330973068429,3.11971892532324,1.94513610690326,0.940249797234647
02/05/1982,1.96000782378197,2.02452366806529,1.66095609045574,3.1229421915733,1.95025695604933,0.938807141960981
02/12/1982,1.99201836546606,2.10751930954793,1.68367283363971,3.12747463463027,1.94978014124989,0.935181914828067
02/19/1982,2.03230228535005,2.20496319233518,1.71727206857264,3.1312402409052,1.94312678100752,0.929178035274271
02/26/1982,2.07536557375759,2.27778712953543,1.75724677400783,3.13267042125323,1.92993242266336,0.92067300347882
03/05/1982,2.11340633469844,2.30063974377195,1.79620297422491,3.13087001210894,1.91021031801938,0.909623849405956
03/12/1982,2.14474380965639,2.27690592142846,1.8314641733183,3.12639885540301,1.88426482423799,0.896061423240009
03/19/1982,2.16945047554004,2.23590017514054,1.86219566337903,3.11987163159772,1.85261307634494,0.880090210272454
03/26/1982,2.18630811279768,2.20821097796643,1.88611397934934,3.11235969096426,1.81594908677247,0.861880969124701
04/02/1982,2.19604425893079,2.21937199136336,1.90338361329065,3.10452905554239,1.77505792144431,0.841656499183622
04/09/1982,2.2060243431017,2.28102436027539,1.92072319126456,3.09705191207467,1.73071653649594,0.819660741813843
04/16/1982,2.21933401644545,2.37754326936839,1.94181458459002,3.08925351465215,1.68375517825887,0.796203218213667
04/23/1982,2.24019041164393,2.48132478338213,1.97123267762858,3.08089808022629,1.63475610259566,0.771556764567305
04/30/1982,2.27517396375171,2.57583484015448,2.0165957280544,3.07063342807997,1.58417783012711,0.745986508997556
05/07/1982,2.32779184537912,2.65840916716734,2.08197336154281,3.05770925240198,1.53236959243763,0.719735163917222
05/14/1982,2.40110447341228,2.73057367451223,2.1703411695827,3.04176271499081,1.47940651981017,0.693016244656071
05/21/1982,2.49313241502627,2.82120165228725,2.27940796707444,3.0227856882668,1.42530912506716,0.666011750842505
05/28/1982,2.5948601106388,2.94142543807438,2.39921226456719,3.00166445223328,1.3699896273523,0.638878810705942
06/04/1982,2.69613285484364,3.10099371354098,2.51854498368799,2.97960182578293,1.31333066271483,0.611754049827317
06/11/1982,2.79135928089547,3.30519589477484,2.62929783526288,2.95881171513121,1.2551759736665,0.584758328472502
06/18/1982,2.86896324478742,3.5197344285705,2.71904433272775,2.94057970302193,1.19534902768949,0.558003314624648
06/25/1982,2.92144011514827,3.69954238162321,2.77929096294655,2.92612377440169,1.13375531340553,0.531591329427215
07/02/1982,2.94749247114011,3.79822943292869,2.80878106582049,2.91558704505527,1.07029775970823,0.505619959735111
07/09/1982,2.95280117443954,3.78516228687917,2.81391007831221,2.90823548782684,1.00486443080276,0.48016964473093
07/16/1982,2.94351194162945,3.65778160166611,2.80317170531479,2.90150055687333,0.937484214166093,0.45532436450979
07/23/1982,2.93643100917924,3.46129406947087,2.794329218454,2.89366332043695,0.868123479520512,0.43112196636289
07/30/1982,2.94358491806077,3.25576247154381,2.80181674580509,2.881461241164,0.79678943301369,0.407583958714853
08/06/1982,2.97578104144984,3.11512662913035,2.83770956376869,2.86242686509608,0.723541344505481,0.384699256128698
08/13/1982,3.03686311394532,3.09792671443515,2.90587498117195,2.83513470901358,0.648335897416907,0.362427495606094
08/20/1982,3.11835834149018,3.22556798619617,2.99836013171785,2.79808749427102,0.571213218450738,0.340702825595854
08/27/1982,3.2101677721036,3.49730210790418,3.10428925271931,2.75115966331711,0.492072453186485,0.319441993530109
09/03/1982,3.29191360553135,3.857034764234,3.20201365890231,2.69506139696863,0.41102024415683,0.298550284982953
09/10/1982,3.34271884236311,4.21736134994612,3.26757498046784,2.63213177103611,0.328107975824091,0.277929435505309
09/17/1982,3.34301276518166,4.47542811509548,3.280188182893,2.56394509580712,0.243468497488477,0.257484602584033
09/24/1982,3.27388372405371,4.52519066523073,3.21915548625972,2.49274552478175,0.157402101851755,0.237127999169146
10/01/1982,3.12936766873751,4.31662786235039,3.07776492597579,2.42004029693527,0.070255165486351,0.216786330098288
10/08/1982,2.91472085720413,3.86827034782695,2.86087061313243,2.34696014996955,-0.0174683323396509,0.196392224401161
10/15/1982,2.64376668029247,3.26049379888941,2.58352193724645,2.27341279998401,-0.105056558620181,0.175895032731827
10/22/1982,2.34243320020346,2.61813156106262,2.27130685349487,2.20022783525387,-0.191924579162977,0.15524535068828
10/29/1982,2.03312092932492,2.05693703179494,1.94890794941626,2.12599955272808,-0.277310029365253,0.134404783820322
11/05/1982,1.73868743238708,1.65452608375668,1.64059152668639,2.04985017702692,-0.360577726770575,0.113336269257011
11/12/1982,1.47592840024396,1.43537869212418,1.36398159238928,1.9718589785336,-0.441263069250042,0.0920105203103792
11/19/1982,1.25376917621903,1.37066067978263,1.13072124035033,1.89008162592565,-0.518929789483512,0.0704071020702382
11/26/1982,1.07515083430171,1.3945724743791,0.944232968893077,1.80469008949512,-0.593389222946538,0.0485188493338592
12/03/1982,0.933830902639491,1.43278379909828,0.799057806523457,1.71574170454622,-0.664622321089266,0.0263565500191524
12/10/1982,0.821447800737423,1.42150501374447,0.686279064724028,1.62459854778498,-0.732744723619008,0.0039521939550628
12/17/1982,0.727858097990638,1.33313785788256,0.595631283834115,1.532267141231,-0.798089203754092,-0.018636553600887
12/24/1982,0.640289356730188,1.17096625242791,0.513266698519204,1.4405956873264,-0.861066900121559,-0.0413269065946069
12/31/1982,0.553034896517083,0.97406978731247,0.432537523654699,1.35119297740924,-0.922170047675407,-0.0640126564250466
01/07/1983,0.463479606434811,0.792548311313031,0.34975817331392,1.26563590543117,-0.981883334178238,-0.0865808951438171
01/14/1983,0.372662281150222,0.668090006020347,0.265612554612639,1.18459923068758,-1.0407138902542,-0.10888823024554
01/21/1983,0.284606045133742,0.610631965347379,0.182475904861975,1.10957947881525,-1.09897942356606,-0.13081982980278
01/28/1983,0.203438928915994,0.607373391664384,0.105169020354065,1.03974833932799,-1.15685337230723,-0.152266657742044
02/04/1983,0.133300653802339,0.623500013629475,0.0380133216955307,0.974543274108352,-1.21439648673885,-0.173142111862421
02/11/1983,0.0780030461414124,0.622986402308436,-0.0154077970879821,0.913502690675414,-1.27146469861259,-0.193382891971166
02/18/1983,0.0393644497387962,0.58985680450702,-0.0513051942125242,0.854162976637362,-1.32784320884298,-0.212950391109033
02/25/1983,0.0168514671055309,0.528329380395684,-0.0697621262554071,0.79549564466851,-1.38322204189046,-0.231825248455909
03/04/1983,0.00588900636223859,0.454155478499836,-0.0742476172411805,0.736088642460849,-1.43722791279053,-0.250003806912563
03/11/1983,0.00395636464767609,0.398566235178768,-0.0672113453866094,0.675424871000563,-1.48941303026177,-0.267491982252345
03/18/1983,0.00552028110036994,0.37965580553664,-0.054162545145455,0.613394625489865,-1.53930210326326,-0.284299423278063
03/25/1983,0.00388633664874708,0.396040298630953,-0.0423271229470465,0.55065017202671,-1.58645959682182,-0.300435504729367
04/01/1983,-0.00392969070627169,0.433692049869784,-0.0354299798561424,0.488153777712422,-1.63043055379091,-0.315904431234925
04/08/1983,-0.0207383464177897,0.466173112963401,-0.0372903308621121,0.427341986841712,-1.67079320020978,-0.330710139030914
04/15/1983,-0.0469402100511155,0.467412174046183,-0.0493162596433786,0.369495264274523,-1.7070914128614,-0.344844276145613
04/22/1983,-0.080158550098884,0.426974609821308,-0.070555650010213,0.316492426459426,-1.73896858933608,-0.358308176859348
04/29/1983,-0.117964159359692,0.348477958002017,-0.0983282523094602,0.268694159061552,-1.7660783064051,-0.371098922259654
05/06/1983,-0.155674415240651,0.251075702496722,-0.128331037573483,0.226901357988035,-1.78812523250559,-0.383218957386939
05/13/1983,-0.188304680740346,0.160423560679959,-0.155944142141111,0.191774007417292,-1.80492293481529,-0.394672670171406
05/20/1983,-0.212850157158255,0.0963272882098615,-0.17704124638151,0.16264464576324,-1.81632046814108,-0.405466376866727
05/27/1983,-0.228421164743117,0.0638167606175023,-0.190794829321453,0.139753777122586,-1.82227985758814,-0.415604353299483
06/03/1983,-0.233159806632103,0.0633205447036838,-0.194795837997078,0.122724982790843,-1.82292791423281,-0.425086745317184
06/10/1983,-0.228413382114664,0.0824292164882214,-0.190468235500738,0.111602036459788,-1.81849119685553,-0.433905268252345
06/17/1983,-0.216653201483197,0.108415621651263,-0.180103373287281,0.106287504932716,-1.80939414720898,-0.442039526292406
06/24/1983,-0.199922509620033,0.132734863127465,-0.165752857081138,0.106791204822929,-1.79624658209896,-0.449454486949216
07/01/1983,-0.179987256799335,0.152729792273167,-0.149399866437313,0.113219755078129,-1.77974050523255,-0.456101668897531
07/08/1983,-0.160104228872961,0.166492082976885,-0.13461199275566,0.125738312223463,-1.76064556831888,-0.461920239317144
07/15/1983,-0.141749944554363,0.179028640080001,-0.122585343392074,0.143980052276382,-1.73988944097499,-0.466829295882214
07/22/1983,-0.126719522068067,0.189022210317713,-0.115609703053723,0.168068558570028,-1.71818758103261,-0.470756013765635
07/29/1983,-0.115772112094885,0.199769165914785,-0.113577634036659,0.196841227511983,-1.69620312947481,-0.473623094742491
08/05/1983,-0.108749035695755,0.2070367423691,-0.116390930929177,0.229707581374357,-1.67437278424665,-0.475359247715108
08/12/1983,-0.105351570336534,0.206039599337153,-0.12287822337094,0.265234376020608,-1.65293461734378,-0.475904068460147
08/19/1983,-0.105494800497944,0.188351197832999,-0.132673288197594,0.302277372046748,-1.63191587010196,-0.475212562298542
08/26/1983,-0.106454069669307,0.152037823402164,-0.142494452324163,0.339392430142222,-1.61120512081875,-0.473256570821417
09/02/1983,-0.107078240525448,0.095401863197514,-0.150786920689475,0.375223517401976,-1.5904814236432,-0.470029219240688
09/09/1983,-0.105971343473217,0.0241751249983869,-0.156228895657877,0.408826223462596,-1.56932975718582,-0.465543424488969
09/16/1983,-0.101699305248678,-0.0490237798435082,-0.156918135579823,0.438988106337475,-1.54733189866474,-0.459833691459005
09/23/1983,-0.0921872906001906,-0.107307796349689,-0.150915858183318,0.46504404048265,-1.52408943264129,-0.452953316309402
09/30/1983,-0.0775874914764617,-0.138281250810535,-0.138327209988066,0.486403631198568,-1.49928864467973,-0.444971414534217
10/07/1983,-0.0572675693643338,-0.135143918059859,-0.118711038160817,0.502806561567379,-1.47266153056039,-0.435957834364207
10/14/1983,-0.0326897330617723,-0.101060730433818,-0.0932272128750725,0.513827125855606,-1.4440990210721,-0.426004259121384
10/21/1983,-0.00396254036702614,-0.0466415135643722,-0.0629180121470381,0.520067026581778,-1.41339444110654,-0.415181283132952
10/28/1983,0.0244474012392207,0.00560128684822663,-0.0315858411805062,0.520979689811016,-1.38049205545698,-0.403553229298542
11/04/1983,0.0523979890097078,0.0491179565576693,-0.000124421126174564,0.517165784285884,-1.34521946472007,-0.391172284977895
11/11/1983,0.0762136013961959,0.076422065620206,0.0278824840219365,0.508599486472098,-1.30746902182386,-0.378079068929668
11/18/1983,0.0948299129110019,0.0982505101448485,0.0508481476889768,0.495766484040391,-1.26714268330159,-0.364305232724025
11/25/1983,0.106801154128098,0.128373566562229,0.0670400484386325,0.479023197936078,-1.22421422808154,-0.349879316138477
12/02/1983,0.110648250943367,0.175655243896831,0.0745665807095081,0.458844703840744,-1.17871453442693,-0.334832560337698
12/09/1983,0.105825287106157,0.23937717467143,0.0725486466584967,0.435713688324983,-1.1308243945955,-0.319202777515932
12/16/1983,0.0921669407081609,0.304212220451163,0.0604683635073056,0.410108931145902,-1.08090337663847,-0.303040314276721
12/23/1983,0.0688272943811517,0.347209725557142,0.037435814564347,0.382398642987793,-1.02949587862433,-0.286408048225827
12/30/1983,0.0364320868032244,0.349831610725856,0.0044538035720387,0.352650143785988,-0.977357726783982,-0.269382943814259
01/06/1984,-0.00116481278489833,0.309581471521718,-0.0343247443150083,0.321035532857728,-0.925341077981175,-0.252042241004286
01/13/1984,-0.0422619168659552,0.230857840371088,-0.0762096899021199,0.287330160864187,-0.874508050627829,-0.234485218458756
01/20/1984,-0.0836845248182215,0.131854358417809,-0.117780721615039,0.251940003948388,-0.825820751962019,-0.216783626843219
01/27/1984,-0.122193265725428,0.038252548226331,-0.154468266295002,0.214482068181373,-0.780226173635087,-0.199004951888981
02/03/1984,-0.154897011771154,-0.0325664359856726,-0.183293187181661,0.175755240470766,-0.738457915841057,-0.1811986756603
02/10/1984,-0.179969253079853,-0.0701244287774175,-0.201717181834259,0.136076136661357,-0.701176255729616,-0.163397449055367
02/17/1984,-0.1950968209726,-0.0771031487102712,-0.207748500215086,0.0967070199259992,-0.668704651810511,-0.145618588625142
02/24/1984,-0.199926983159149,-0.0675603458893732,-0.201283598164545,0.0588903604687405,-0.641168823520705,-0.127869893373206
03/02/1984,-0.193449276147946,-0.0575543392504294,-0.181941091673029,0.0241416494477915,-0.618466338640534,-0.110153982647105
03/09/1984,-0.174970457067444,-0.0554566612713633,-0.149669245294895,-0.00607898406078668,-0.600370696418364,-0.0924736105715039
03/16/1984,-0.143188541208976,-0.0582277024703123,-0.10408179004862,-0.0304352666802485,-0.58644636868724,-0.074836969260861
03/23/1984,-0.0977646201811912,-0.0541610220021848,-0.0453374302253641,-0.0479877387100504,-0.576285431031774,-0.0572586685582535
03/30/1984,-0.0376459841317614,-0.0254516796893821,0.0272361981053656,-0.0582034472779948,-0.569465045296181,-0.0397628688977885
04/06/1984,0.0374605661188443,0.0411131132048252,0.113744885715789,-0.0608958216695122,-0.565604272112486,-0.0223736611670756
04/13/1984,0.125882011029158,0.150533983952877,0.212527291225668,-0.0564769753771049,-0.564310819242232,-0.00512775328280442
04/20/1984,0.227455877963726,0.296246352412909,0.323417798090377,-0.0453919398353134,-0.565306844643669,0.0119579425576258
04/27/1984,0.340198522047332,0.462436339260551,0.444909114380193,-0.0285554899768313,-0.568254397345678,0.028870100812635
05/04/1984,0.460821555594642,0.62590137214253,0.573382248761299,-0.00625012235354815,-0.572826554867388,0.0456119253328787
05/11/1984,0.585921847508061,0.769651554338521,0.706002288984384,0.0201922288978443,-0.578712165581403,0.0622014721317528
05/18/1984,0.709923459102414,0.881006547482068,0.836128815436892,0.051269830784235,-0.585452885335732,0.0786714156934255
05/25/1984,0.827102464677088,0.965650153060971,0.957707400508362,0.0867521625643186,-0.592586261687749,0.0950650507036022
06/01/1984,0.933207847781588,1.04601440227165,1.06578922719339,0.126771882705599,-0.599640304937161,0.111433039665852
06/08/1984,1.0220616718355,1.13866343102164,1.15349435676815,0.171448018025059,-0.606131645628397,0.127828836995335
06/15/1984,1.09079392832706,1.25417973725373,1.21760353797656,0.220574494722493,-0.611581783863807,0.144304488560628
06/22/1984,1.13528616490382,1.37715787970424,1.25389360691833,0.273670011580427,-0.61570081344891,0.160907872504051
06/29/1984,1.15242501409225,1.4717805460512,1.25933989298003,0.329983859837654,-0.618311520886409,0.177677904111096
07/06/1984,1.14017624784257,1.49625359807113,1.23220992640224,0.388346532789648,-0.619311458168115,0.194651230523388
07/13/1984,1.09963511426163,1.42884504198622,1.17464771446483,0.447060900732643,-0.618835576785172,0.211852591943349
07/20/1984,1.03801251468513,1.2820483816221,1.09454570040312,0.504333496798447,-0.616966480629844,0.229306388951007
07/27/1984,0.961096561658825,1.08842892310713,0.999132039078434,0.557907878818383,-0.613736244398605,0.247029884258643
08/03/1984,0.877211023264722,0.895621814451935,0.89739966511288,0.606031319965421,-0.609228329120442,0.265039014016763
08/10/1984,0.793417877818433,0.742113372920235,0.798037387371021,0.646551022794711,-0.603369614522915,0.283342679305933
08/17/1984,0.714897333497837,0.650932201638336,0.705842628118767,0.679092640415539,-0.596166478310485,0.30194162137599
08/24/1984,0.642916931093541,0.615769297054412,0.622333814906591,0.703063582831568,-0.587642400928228,0.320823989416955
08/31/1984,0.578297250181583,0.619402797309757,0.548119136281375,0.718633213508302,-0.577935911013624,0.339961033965675
09/07/1984,0.520984515142283,0.637627773235396,0.482529699761532,0.726507679916126,-0.56724296864436,0.359303810315535
09/14/1984,0.467469051657094,0.641191094700811,0.421815414585515,0.727661628342577,-0.555962071176575,0.378778481117028
09/21/1984,0.414270430800021,0.611575546355945,0.362063834858508,0.72314597458157,-0.544570902564572,0.398285695028507
09/28/1984,0.360010478963519,0.544812715963238,0.301387561493153,0.714171972686169,-0.533611106927453,0.417703816658342
10/05/1984,0.304156930720689,0.451078708323233,0.238968617072236,0.701612995016601,-0.523626800364446,0.436899613779831
10/12/1984,0.246266168319321,0.344910126266603,0.174294732906966,0.68626668208775,-0.515215717564682,0.455707132851965
10/19/1984,0.18843128250118,0.244972700594022,0.109494352624791,0.668354684911365,-0.508813559393085,0.473984964666209
10/26/1984,0.132828862710107,0.166863377594251,0.0474208493407025,0.647393435329728,-0.504683932052197,0.49159340733055
11/02/1984,0.0814318728162926,0.114651494226484,-0.00923881457778497,0.622679889034936,-0.502972175944192,0.508409754807413
11/09/1984,0.0341626308398472,0.0808073886050159,-0.0597788784327738,0.593466853920659,-0.503582289164353,0.524333257218218
11/16/1984,-0.00983329038001761,0.0562312004104159,-0.104495739040898,0.559033400728585,-0.506273167267972,0.539288596733955
11/23/1984,-0.0508958255255386,0.0344313461560013,-0.143366940317728,0.519065371643906,-0.510695863749329,0.553223858436802
11/30/1984,-0.0910480954033855,0.00600184639487812,-0.17817096329534,0.473639336936007,-0.51650898053581,0.56611186104166
12/07/1984,-0.130372497478678,-0.0296087509672051,-0.209285992016314,0.423531785710529,-0.523312127278093,0.577946277615088
12/14/1984,-0.171576394926418,-0.0781095943038218,-0.239958848353718,0.370065650789982,-0.530729931527228,0.588740047155359
12/21/1984,-0.214584939996393,-0.141209380223541,-0.270897828151347,0.315056289335307,-0.538514745230583,0.59852282960544
12/28/1984,-0.257592323637429,-0.214397360233542,-0.301125477649945,0.260572123422305,-0.546504005754227,0.607336742257155
01/04/1985,-0.300017876802775,-0.291637955589282,-0.330949389506925,0.208766667029268,-0.55453011191401,0.615228915600323
01/11/1985,-0.337911042482405,-0.356354552960292,-0.357541718326862,0.161927989176425,-0.562520249410699,0.622261172424121
01/18/1985,-0.366985677475901,-0.392002192529082,-0.37737617472006,0.12180167250653,-0.570388347350889,0.628494685794181
01/25/1985,-0.385973616187256,-0.392931182216517,-0.389190747942104,0.0892182000743957,-0.577969325637913,0.633990851962564
02/01/1985,-0.393386990375154,-0.361859848898494,-0.391528179274024,0.0646458716866786,-0.585127128393621,0.638813491872138
02/08/1985,-0.389284204697267,-0.30851396792583,-0.384561924411232,0.0482707583051713,-0.591599351668653,0.643028335118367
02/15/1985,-0.376326930135799,-0.255414257404154,-0.370625007533232,0.0394278974713871,-0.597116212586632,0.646703943731135
02/22/1985,-0.357431411954504,-0.218686478435382,-0.352434739484888,0.037461627556019,-0.601501286351452,0.649913493242601
03/01/1985,-0.335858502612415,-0.204014547297736,-0.333215443511138,0.0415424346319596,-0.60458886603926,0.652737109071466
03/08/1985,-0.315472546376702,-0.210859349164902,-0.316888154707032,0.0508232403342401,-0.606265034643715,0.655261687728765
03/15/1985,-0.300056506620116,-0.228525337732812,-0.307125668082987,0.0642815309708393,-0.60659448324323,0.65758282042997
03/22/1985,-0.291078250658628,-0.243748215934264,-0.305402533235571,0.0809271426460186,-0.605625381908094,0.659802627172349
03/29/1985,-0.289569552311298,-0.250571972119208,-0.312738478327049,0.0997351820210196,-0.603464047509637,0.662026599665458
04/05/1985,-0.297202130247046,-0.253775461627182,-0.330496918343568,0.119484875890636,-0.600197771117709,0.664355121825925
04/12/1985,-0.312987472426338,-0.26181238935705,-0.356999864893405,0.138667277175845,-0.595898891088479,0.666897968938651
04/19/1985,-0.33499612814378,-0.285748810261517,-0.390011120755565,0.156031953161025,-0.590527951476184,0.669731716357413
04/26/1985,-0.361400840808422,-0.331386764465659,-0.426248825877172,0.169447920944781,-0.58398640994102,0.672918465893616
05/03/1985,-0.389079900887636,-0.396410970729553,-0.461698479733707,0.177275906990849,-0.576053775956111,0.676496226696069
05/10/1985,-0.416867323620205,-0.474727868957691,-0.494237336577546,0.178082080828913,-0.566401401634296,0.68047540355422
05/17/1985,-0.440644803735496,-0.546468568881732,-0.51872321278991,0.170407452747196,-0.554800773309179,0.684839344621427
05/24/1985,-0.46002245718238,-0.600012451013758,-0.534161833712439,0.153531724897565,-0.541027131429439,0.689547488763107
05/31/1985,-0.473998912443232,-0.622414335396559,-0.539419788692778,0.127349848969519,-0.524953459485633,0.694536798112568
06/07/1985,-0.482060843743054,-0.604795216354304,-0.534291258483696,0.0924882535879536,-0.506576945376579,0.699726069740287
06/14/1985,-0.483649196466457,-0.549019764647517,-0.519383439937729,0.0504741961647729,-0.486113564965506,0.705019011804919
06/21/1985,-0.479903415357612,-0.466565011887622,-0.49718656785897,0.00334349942664147,-0.463885068903865,0.710308346757472
06/28/1985,-0.470663054332109,-0.371172225164057,-0.469070651538772,-0.0465501212214195,-0.44048399919716,0.71548332987373
07/05/1985,-0.457742510065083,-0.28106036361281,-0.438428649489124,-0.0966148573697922,-0.416525274930059,0.720433784988467
07/12/1985,-0.440914804098592,-0.209618074992332,-0.406150173370254,-0.144763677867795,-0.392985697781354,0.72504554902061
07/19/1985,-0.419478630185582,-0.157688111800652,-0.372668490860275,-0.188879252356298,-0.370600722850111,0.729224798938514
07/26/1985,-0.393726637573999,-0.121474798650342,-0.338323024785858,-0.227843687380121,-0.350170170022159,0.732892745216676
08/02/1985,-0.364335641449567,-0.0931772393576833,-0.303592915467936,-0.260903923602576,-0.33239461524307,0.735988526023134
08/09/1985,-0.331710279108639,-0.0620156810509558,-0.268406119757912,-0.287797792427495,-0.317871541040363,0.738475962269947
08/16/1985,-0.297634676913545,-0.0228934848392212,-0.233218385768233,-0.309215253426519,-0.307045527442959,0.740345438943005
08/23/1985,-0.26476657886315,0.0261880342654727,-0.199682779781517,-0.325738452451989,-0.300204561885102,0.741614673394726
08/30/1985,-0.235682591563408,0.0813940226606597,-0.169489182865379,-0.338124811038148,-0.297470732067771,0.742330241398032
09/06/1985,-0.213387729634211,0.133547904227087,-0.145167098793407,-0.346984947823595,-0.298761675895018,0.742566794211911
09/13/1985,-0.200444484023212,0.170478193757336,-0.129392536519962,-0.352640290328112,-0.30389002966427,0.742427557064838
09/20/1985,-0.199285564279166,0.180055507006058,-0.124992731386475,-0.355261307006351,-0.312413492277996,0.742041079540858
09/27/1985,-0.209490160967965,0.155544481207554,-0.132289542337578,-0.35488276791694,-0.323839192625782,0.741553634647067
10/04/1985,-0.230680288556904,0.097283139507326,-0.151689727945992,-0.351381102170163,-0.337583977963444,0.741121213081204
10/11/1985,-0.259587319375176,0.0169135401293739,-0.180628428354634,-0.344950371917258,-0.352875617452067,0.740921629317506
10/18/1985,-0.291927234630226,-0.0699454692647342,-0.215551915194893,-0.335457260671533,-0.369106685511841,0.741105873070293
10/25/1985,-0.323698355890816,-0.146185945440139,-0.252056834310284,-0.323482015748858,-0.385769690332544,0.741814116035396
11/01/1985,-0.350967934169457,-0.197434488706336,-0.285585453947198,-0.309655807628748,-0.402407344539982,0.74316396309748
11/08/1985,-0.370345876770305,-0.216504575550657,-0.312005520864355,-0.29468568713677,-0.418704643468479,0.74524127119182
11/15/1985,-0.380840724586877,-0.205585457479157,-0.328366717850685,-0.279830090529989,-0.434511634477985,0.748096043392206
11/22/1985,-0.382018836485977,-0.171821580588611,-0.333163738196305,-0.265933318814869,-0.449657976986876,0.751741321716608
11/29/1985,-0.375784714372739,-0.128307485931841,-0.327246200503362,-0.253784431570955,-0.464060814918288,0.756150023093661
12/06/1985,-0.365347493930386,-0.0873779124264901,-0.313128788729072,-0.243964056408001,-0.477649012975033,0.761256643748797
12/13/1985,-0.353646503013922,-0.0563635319147277,-0.294116851092205,-0.236366157705333,-0.490284032225485,0.766956287659155
12/20/1985,-0.344263126397836,-0.0378438088719046,-0.274305567207495,-0.230799105709935,-0.501933581304876,0.773107460915916
12/27/1985,-0.337937386454884,-0.0259975102262679,-0.255887402833912,-0.226455581039187,-0.512499733851372,0.779542643384316
01/03/1986,-0.337435942566166,-0.0206919030683434,-0.243206271934932,-0.222269720168931,-0.521867722137588,0.786079477734199
01/10/1986,-0.341659381922054,-0.0203140156002887,-0.236963034690473,-0.217354656757617,-0.530008320595749,0.792499239291877
01/17/1986,-0.348286587925105,-0.0275995040736105,-0.237152245929267,-0.209925090226227,-0.536867773745314,0.79861289785582
01/24/1986,-0.355962766236899,-0.0478310210092142,-0.243163192767118,-0.199431313109659,-0.542431777374467,0.80423964936632
01/31/1986,-0.362968220981213,-0.084160551404284,-0.253633501622055,-0.18555136038246,-0.546754916432103,0.809219046095903
02/07/1986,-0.366093090083895,-0.129068783949772,-0.265553360593762,-0.168150284874828,-0.54996396227511,0.813421546675859
02/14/1986,-0.363785487322807,-0.16940984325365,-0.276363234983337,-0.14798176565338,-0.552156616776366,0.816752638501184
02/21/1986,-0.356052157883983,-0.193574184100411,-0.284783555674198,-0.126299442519479,-0.553548555143052,0.819152361848006
02/28/1986,-0.344374630330595,-0.192789708416456,-0.290605495211969,-0.104747014871382,-0.554368683060378,0.820598402304597
03/07/1986,-0.331593543877399,-0.167813955383342,-0.294732424892459,-0.0853369914113097,-0.554804886265079,0.821103005502648
03/14/1986,-0.320978671297494,-0.130721332040024,-0.299239889040037,-0.0694729312501659,-0.555028553106742,0.820712914923679
03/21/1986,-0.31637689858561,-0.0979956723979054,-0.306045121405767,-0.0591395314592242,-0.555076121657034,0.819505390379959
03/28/1986,-0.320808586215622,-0.0861922314043804,-0.317528567326605,-0.055127791687274,-0.55479591019726,0.81758144664933
04/04/1986,-0.337142241955743,-0.104548870062215,-0.335746074558657,-0.0580699810805027,-0.553941013842731,0.815050291864248
